F_Arc,True,16,False|1||0%0%Linear%False%False%0%8%0&0&0#-6%8%Linear%False%False%0%4%0&0&0#-5%4%Linear%False%False%0%4%0&0&0#-4%4%Linear%False%False%0%4%0&0&0#-3%4%Linear%False%False%0%4%0&0&0#-2%4%Linear%False%False%0%4%0&0&0#-1%4%Linear%False%False%0%2.666667%0&0&0#0%4%Linear%True%False%0%4%0&0&0#0.5%8%Linear%True%False%0%4%0&0&0,
F_General,True,16,#True|0%Slide%6%4%0%0#32%Slide%5%4%0%0#32%Slide%4%4%0%0#32%Slide%3%4%0%0|False|1,
F_Arc,True,24,True|1||0%0%Linear%False%False%0%8%0&0&0#-7%8%Linear%False%False%0%4%0&0&0#-6%4%Linear%False%False%0%4%0&0&0#-5%4%Linear%False%True%0%2.666667%0&0&0#-4%4%Linear%True%False%0%4%0&0&0#-3.5%8%Linear%True%False%0%4%0&0&0,
F_General,True,24,#True|0%Slide%6%4%0%0#32%Slide%5%4%0%0#32%Slide%4%4%0%0#32%Slide%3%4%0%0#32%_None%3%4%0%0#8%_None%3%4%0%0#4%_None%3%4%0%0#2%Normal%0%4%0%0|True|1,
F_Label,True,32,BuildUp|Aメロ,
F_Label,True,96,BuildUp|Bメロ 1,
F_Label,True,130,Drop|1,
F_Label,True,194,Drop|終わり,
F_Label,True,226,BuildUp|Bメロ 2,
F_Label,True,261,Drop|2,
